,tree_idx,sen,treebank,deprel_order,sent_id,core_args,head_Number,head_Person,head_Tense,head_VerbForm,head_child-deprel_advcl,head_child-deprel_advmod,head_child-deprel_amod,head_child-deprel_aux,head_child-deprel_cc,head_child-deprel_compound:prt,head_child-deprel_conj,head_child-deprel_expl:pv,head_child-deprel_mark,head_child-deprel_obj,head_child-deprel_obl,head_child-deprel_obl:arg,head_child-deprel_punct,head_child-deprel_xcomp,head_child-feat_advcl_VerbForm,head_child-feat_advmod_PronType,head_child-feat_aux_Number,head_child-feat_aux_Person,head_child-feat_aux_Tense,head_child-feat_obj_Case,head_child-feat_obj_Gender,head_child-feat_obj_Number,head_child-feat_obj_PronType,head_child-feat_obl:arg_Gender,head_child-feat_obl_Case,head_child-feat_obl_Gender,head_child-feat_obl_Number,head_child-lemma_advcl,head_child-lemma_advmod,head_child-lemma_amod,head_child-lemma_aux,head_child-lemma_cc,head_child-lemma_compound:prt,head_child-lemma_conj,head_child-lemma_expl:pv,head_child-lemma_mark,head_child-lemma_obj,head_child-lemma_obl,head_child-lemma_obl:arg,head_child-lemma_punct,head_child-lemma_xcomp,head_child-pos_ADJ,head_child-pos_ADP,head_child-pos_ADV,head_child-pos_AUX,head_child-pos_CCONJ,head_child-pos_NOUN,head_child-pos_NUM,head_child-pos_PRON,head_child-pos_PROPN,head_child-pos_PUNCT,head_child-pos_SCONJ,head_child-pos_VERB,head_deprel,head_dir,head_form,head_grandhead_deprel,head_head_deprel,head_head_pos,head_idx,head_lemma,head_sibling-deprel-L_advmod,head_sibling-deprel-L_amod,head_sibling-deprel-L_aux,head_sibling-deprel-L_aux:pass,head_sibling-deprel-L_case,head_sibling-deprel-L_det,head_sibling-deprel-L_det:poss,head_sibling-deprel-L_mark,head_sibling-deprel-L_nsubj:pass,head_sibling-deprel-L_obj,head_sibling-deprel-L_obl,head_sibling-deprel-L_obl:agent,head_sibling-deprel-L_punct,head_sibling-deprel-R_advmod,head_sibling-deprel-R_appos,head_sibling-deprel-R_aux:pass,head_sibling-deprel-R_expl:pv,head_sibling-deprel-R_flat,head_sibling-deprel-R_nmod,head_sibling-deprel-R_obj,head_sibling-deprel-R_obl,head_sibling-deprel-R_obl:arg,head_sibling-deprel-R_punct,head_sibling-deprel_advmod,head_sibling-deprel_amod,head_sibling-deprel_appos,head_sibling-deprel_aux,head_sibling-deprel_aux:pass,head_sibling-deprel_case,head_sibling-deprel_det,head_sibling-deprel_det:poss,head_sibling-deprel_expl:pv,head_sibling-deprel_flat,head_sibling-deprel_mark,head_sibling-deprel_nmod,head_sibling-deprel_nsubj:pass,head_sibling-deprel_obj,head_sibling-deprel_obl,head_sibling-deprel_obl:agent,head_sibling-deprel_obl:arg,head_sibling-deprel_punct,head_sibling-feat_amod_Case,head_sibling-feat_aux:pass_VerbForm,head_sibling-feat_det_Case,head_sibling-feat_det_Gender,head_sibling-feat_det_Number,head_sibling-feat_det_PronType,head_sibling-feat_nsubj:pass_Gender,head_sibling-feat_obj_Gender,head_sibling-feat_obj_Person,head_sibling-feat_obl_Case,head_sibling-feat_obl_Gender,head_sibling-lemma_advmod,head_sibling-lemma_amod,head_sibling-lemma_appos,head_sibling-lemma_aux,head_sibling-lemma_aux:pass,head_sibling-lemma_case,head_sibling-lemma_det,head_sibling-lemma_det:poss,head_sibling-lemma_expl:pv,head_sibling-lemma_flat,head_sibling-lemma_mark,head_sibling-lemma_nmod,head_sibling-lemma_nsubj:pass,head_sibling-lemma_obj,head_sibling-lemma_obl,head_sibling-lemma_obl:agent,head_sibling-lemma_obl:arg,head_sibling-lemma_punct,head_sibling-pos_ADJ,head_sibling-pos_ADP,head_sibling-pos_ADV,head_sibling-pos_AUX,head_sibling-pos_DET,head_sibling-pos_NOUN,head_sibling-pos_PRON,head_sibling-pos_PROPN,head_sibling-pos_PUNCT,head_sibling-pos_SCONJ,head_under_acl,head_under_acl:relcl,head_under_advcl,head_under_appos,head_under_ccomp,head_under_compound,head_under_conj,head_under_nmod,head_under_nsubj,head_under_obj,head_under_obl,head_under_xcomp,nsubj_Case,nsubj_Gender,nsubj_Number,nsubj_Person,nsubj_PronType,nsubj_child-deprel_acl:relcl,nsubj_child-deprel_advmod,nsubj_child-deprel_amod,nsubj_child-deprel_appos,nsubj_child-deprel_compound,nsubj_child-deprel_conj,nsubj_child-deprel_det,nsubj_child-deprel_nmod,nsubj_child-deprel_nummod,nsubj_child-deprel_punct,nsubj_child-feat_acl:relcl_VerbForm,nsubj_child-feat_amod_Case,nsubj_child-feat_amod_Gender,nsubj_child-feat_amod_Number,nsubj_child-feat_det_Case,nsubj_child-feat_det_Gender,nsubj_child-feat_det_Number,nsubj_child-feat_det_PronType,nsubj_child-feat_nmod_Number,nsubj_child-lemma_acl:relcl,nsubj_child-lemma_advmod,nsubj_child-lemma_amod,nsubj_child-lemma_appos,nsubj_child-lemma_compound,nsubj_child-lemma_conj,nsubj_child-lemma_det,nsubj_child-lemma_nmod,nsubj_child-lemma_nummod,nsubj_child-lemma_punct,nsubj_child-pos_ADJ,nsubj_child-pos_ADV,nsubj_child-pos_DET,nsubj_child-pos_NOUN,nsubj_child-pos_NUM,nsubj_child-pos_PROPN,nsubj_child-pos_PUNCT,nsubj_child-pos_VERB,nsubj_dir,nsubj_form,nsubj_grandhead_deprel,nsubj_head_deprel,nsubj_idx,nsubj_lemma,nsubj_pos,nsubj_sibling-deprel-L_advmod,nsubj_sibling-deprel-L_aux,nsubj_sibling-deprel-L_cc,nsubj_sibling-deprel-L_mark,nsubj_sibling-deprel-L_obj,nsubj_sibling-deprel-L_obl,nsubj_sibling-deprel-L_obl:arg,nsubj_sibling-deprel-L_punct,nsubj_sibling-deprel-L_xcomp,nsubj_sibling-deprel-R_advcl,nsubj_sibling-deprel-R_advmod,nsubj_sibling-deprel-R_amod,nsubj_sibling-deprel-R_aux,nsubj_sibling-deprel-R_cc,nsubj_sibling-deprel-R_compound:prt,nsubj_sibling-deprel-R_conj,nsubj_sibling-deprel-R_expl:pv,nsubj_sibling-deprel-R_obj,nsubj_sibling-deprel-R_obl,nsubj_sibling-deprel-R_obl:arg,nsubj_sibling-deprel-R_punct,nsubj_sibling-deprel-R_xcomp,nsubj_sibling-deprel_advcl,nsubj_sibling-deprel_advmod,nsubj_sibling-deprel_amod,nsubj_sibling-deprel_aux,nsubj_sibling-deprel_cc,nsubj_sibling-deprel_compound:prt,nsubj_sibling-deprel_conj,nsubj_sibling-deprel_expl:pv,nsubj_sibling-deprel_mark,nsubj_sibling-deprel_obj,nsubj_sibling-deprel_obl,nsubj_sibling-deprel_obl:arg,nsubj_sibling-deprel_punct,nsubj_sibling-deprel_xcomp,nsubj_sibling-feat_advcl_VerbForm,nsubj_sibling-feat_advmod_PronType,nsubj_sibling-feat_aux_Number,nsubj_sibling-feat_aux_Person,nsubj_sibling-feat_aux_Tense,nsubj_sibling-feat_obj_Case,nsubj_sibling-feat_obj_Gender,nsubj_sibling-feat_obj_Number,nsubj_sibling-feat_obj_PronType,nsubj_sibling-feat_obl:arg_Gender,nsubj_sibling-feat_obl_Case,nsubj_sibling-feat_obl_Gender,nsubj_sibling-feat_obl_Number,nsubj_sibling-lemma_advcl,nsubj_sibling-lemma_advmod,nsubj_sibling-lemma_amod,nsubj_sibling-lemma_aux,nsubj_sibling-lemma_cc,nsubj_sibling-lemma_compound:prt,nsubj_sibling-lemma_conj,nsubj_sibling-lemma_expl:pv,nsubj_sibling-lemma_mark,nsubj_sibling-lemma_obj,nsubj_sibling-lemma_obl,nsubj_sibling-lemma_obl:arg,nsubj_sibling-lemma_punct,nsubj_sibling-lemma_xcomp,nsubj_sibling-pos_ADJ,nsubj_sibling-pos_ADP,nsubj_sibling-pos_ADV,nsubj_sibling-pos_AUX,nsubj_sibling-pos_CCONJ,nsubj_sibling-pos_NOUN,nsubj_sibling-pos_NUM,nsubj_sibling-pos_PRON,nsubj_sibling-pos_PROPN,nsubj_sibling-pos_PUNCT,nsubj_sibling-pos_SCONJ,nsubj_sibling-pos_VERB,nsubj_under_acl,nsubj_under_acl:relcl,nsubj_under_advcl,nsubj_under_appos,nsubj_under_ccomp,nsubj_under_compound,nsubj_under_conj,nsubj_under_nmod,nsubj_under_obj,nsubj_under_obl,nsubj_under_xcomp,object_idx,subject_idx,verb_idx
10,12,"['Drei', 'afrikanische', 'Asylbewerber', ',', 'die', 'in', 'der', 'Nacht', 'zu', 'dem', 'Sonntag', 'in', 'dem', 'ostsächsischen', 'Zittau', 'nach', 'einer', 'Messerstecherei', 'festgenommen', 'worden', 'waren', ',', 'haben', 'offenbar', 'in', 'Notwehr', 'gehandelt', '.']",UD_German-GSD,sV,test-s803,sv,,,,Part,False,True,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,3,Pres,,,,,,Dat,Fem,Sing,None,offenbar,None,haben,None,None,None,None,None,None,Notwehr,None,.,None,True,False,False,True,False,True,False,False,False,True,False,False,root,,gehandelt,,,,27,handeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Plur,,,True,False,True,False,False,False,False,False,True,True,Part,Nom,Masc,Plur,,,,,,festnehmen,None,afrikanisch,None,None,None,None,None,drei,",",True,False,False,False,True,False,True,True,0,Asylbewerber,,root,3,Asylbewerber,NOUN,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,3,Pres,,,,,,Dat,Fem,Sing,None,offenbar,None,haben,None,None,None,None,None,None,Notwehr,None,.,None,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,3.0,27.0
11,14,"['So', 'mussten', 'wir', 'Abends', 'in', 'das', 'Strandrestaurant', 'ausweichen', '.']",UD_German-GSD,sV,train-s1466,sv,,,,Inf,False,True,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,1,Past,,,,,,Acc,Neut,Sing,None,so,None,müssen,None,None,None,None,None,None,Strandrestaurant,None,.,None,False,False,True,True,False,True,False,True,False,True,False,False,root,,ausweichen,,,,8,ausweichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,,Plur,1,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,wir,,root,3,wir,PRON,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,,,Plur,1,Past,,,,,,Acc,Neut,Sing,None,so,None,müssen,None,None,None,None,None,None,Strandrestaurant,None,.,None,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,3.0,8.0
12,15,"['1419-1439', 'hatten', 'sie', 'das', 'Dorf', 'Mauchenheim', 'von', 'dem', 'Pfalzgrafen', 'Ludwig', 'III', 'als', 'Lehen', '.']",UD_German-GSD,Vs,train-s10524,vso,Plur,3,Past,Fin,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,,,,Acc,Neut,Sing,,,Nom,Neut,Sing,None,None,None,None,None,None,None,None,None,Dorf,1419-1439,None,.,None,False,False,False,False,False,True,True,True,False,True,False,False,root,,hatten,,,,2,haben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,,Plur,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,1,sie,,root,3,sie,PRON,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,,,,Acc,Neut,Sing,,,Nom,Neut,Sing,None,None,None,None,None,None,None,None,None,Dorf,1419-1439,None,.,None,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,3.0,2.0
13,16,"['Anlass', 'für', 'Al', 'haSchechitah', ',', '""', 'Auf', 'der', 'Schlachtbank', '""', ',', 'worin', 'er', 'den', 'Himmel', 'aufruft', ',', 'entweder', 'sofort', 'Gerechtigkeit', 'zu', 'üben', 'oder', 'die', 'Welt', 'zu', 'zerstören', ',', 'denn', 'Vergeltung', 'allein', 'sei', 'nicht', 'genug', ',', 'sowie', 'Be', '-', 'Ir', 'ha', '-', 'Haregah', ',', '""', 'In', 'der', 'Stadt', 'des', 'Tötens', '""', ',', 'waren', 'die', 'Pogrome', 'in', 'Kischinew', 'zwischen', '1903', 'und', '1906', '.']",UD_German-GSD,sV,train-s7564,sv,Sing,3,Pres,Fin,False,True,False,False,False,False,True,False,False,True,False,False,False,False,,Int,,,,Acc,Masc,Sing,,,,,,None,worin,None,None,None,None,üben,None,None,Himmel,None,None,None,None,False,False,True,False,False,True,False,True,False,False,False,True,acl,1.0,aufruft,nsubj,nmod,PROPN,16,aufrufen,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,None,None,None,None,None,für,None,None,None,haSchechitah,None,Schlachtbank,None,None,None,None,None,None,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Nom,Masc,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,er,nmod,acl,13,er,PRON,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,,Int,,,,Acc,Masc,Sing,,,,,,None,worin,None,None,None,None,üben,None,None,Himmel,None,None,None,None,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,,1.0,54.0
14,17,"['Bitte', 'mit', 'Taxi', 'kommen', ',', 'wenn', 'ihr', 'den', 'Original', '""', 'Italienischen', 'Wein', 'genießen', 'wollt', '!']",UD_German-GSD,sV,train-s532,,,,,Inf,False,False,False,True,False,False,False,False,True,True,False,False,True,False,,,Sing,3,Pres,Acc,Masc,Sing,,,,,,None,None,None,wollen,None,None,None,None,wenn,Wein,None,None,",",None,False,False,False,True,False,True,False,True,False,True,True,False,advcl,1.0,genießen,root,appos,VERB,13,genießen,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,,,,Dat,Masc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Taxi,None,None,!,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Dat,Fem,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,ihr,appos,advcl,7,sie,PRON,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,,,Sing,3,Pres,Acc,Masc,Sing,,,,,,None,None,None,wollen,None,None,None,None,wenn,Wein,None,None,",",None,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,,,
15,20,"['Red', 'Lips', 'war', 'von', 'mehreren', 'Käufern', 'wieder', 'an', 'seinen', 'ursprünglichen', 'Besitzer', 'zurückgegeben', 'worden', ',', 'weil', 'er', 'sich', 'als', 'undressierbar', 'erwiesen', 'hatte', '.']",UD_German-GSD,sV,train-s3738,,,,,Part,False,False,False,True,False,False,False,False,True,False,False,False,True,True,,,Sing,3,Past,,,,,,,,,None,None,None,haben,None,None,None,None,weil,None,None,None,",",als,False,True,False,True,False,False,False,True,False,True,True,False,advcl,1.0,erwiesen,,root,VERB,20,erweisen,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,,Part,,,,,Masc,,,Acc,Masc,wieder,None,None,sein,werden,None,None,None,None,None,None,None,Lips,None,Besitzer,Käufer,None,.,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Nom,Masc,Sing,3,Prs,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,er,root,advcl,16,er,PRON,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,,,Sing,3,Past,,,,,,,,,None,None,None,haben,None,None,None,None,weil,None,None,None,",",als,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,,,
16,21,"['Diese', 'Melodie', 'entstand', 'aus', 'einem', 'weltlichen', 'Lied', ',', 'das', 'der', 'Melodie', 'Monica', 'ähnelt', ',', 'die', 'in', 'Europa', 'von', 'dem', '16', '.']",UD_German-GSD,sV,train-s3981,sv,Sing,3,Past,Fin,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,Dat,Neut,Sing,None,None,None,None,None,None,None,None,None,None,Lied,None,None,None,False,False,False,False,False,True,False,False,False,False,False,False,root,,entstand,,,,3,entstehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Fem,Sing,,,False,False,False,False,False,False,True,False,False,False,,,,,Nom,Fem,Sing,Dem,,None,None,None,None,None,None,dieser,None,None,None,False,False,True,False,False,False,False,False,0,Melodie,,root,2,Melodie,NOUN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,Dat,Neut,Sing,None,None,None,None,None,None,None,None,None,None,Lied,None,None,None,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2.0,3.0
17,21,"['Diese', 'Melodie', 'entstand', 'aus', 'einem', 'weltlichen', 'Lied', ',', 'das', 'der', 'Melodie', 'Monica', 'ähnelt', ',', 'die', 'in', 'Europa', 'von', 'dem', '16', '.']",UD_German-GSD,sV,train-s3981,sv,Sing,3,Pres,Fin,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,Fem,,,,None,None,None,None,None,None,None,None,None,None,None,Melodie,",",None,False,False,False,False,False,True,False,True,False,True,False,False,acl:relcl,1.0,ähnelt,root,obl,NOUN,13,ähneln,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Dat,,Dat,Neut,Sing,Art,,,,,,None,weltlich,None,None,None,aus,ein,None,None,None,None,None,None,None,None,None,None,None,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Acc,Neut,Sing,,"Dem,Rel",False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,das,obl,acl:relcl,9,der,PRON,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,Fem,,,,None,None,None,None,None,None,None,None,None,None,None,Melodie,",",None,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,,2.0,3.0
18,22,"['Viele', 'Rodenbacher', ',', 'die', 'keinen', 'eigenen', 'Landwirtschaftsbetrieb', 'besaßen', ',', 'fuhren', 'zu', 'der', 'Arbeit', 'in', 'neu', 'entstandene', 'Industriebetriebe', 'nach', 'Haiger', ',', 'auch', 'die', '1915', 'eingeweihte', 'Bahnlinie', 'Haiger', '-', 'Siegen', 'ermöglichte', 'eine', 'bessere', 'Verbindung', 'zu', 'den', 'industriellen', 'Standorten', 'in', 'dem', 'Siegerland', 'mit', 'seinen', 'Bergwerken', 'und', 'Hüttenbetrieben', '.']",UD_German-GSD,sV,train-s9044,sv,Plur,3,Past,Fin,False,False,False,False,False,False,True,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Neut,Sing,None,None,None,None,None,None,ermöglichen,None,None,None,Arbeit,None,.,None,False,False,False,False,False,True,False,False,True,True,False,True,root,,fuhren,,,,10,fahren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Plur,,,True,False,False,False,False,False,True,False,False,True,Fin,,,,Nom,Masc,Plur,Ind,,besitzen,None,None,None,None,None,viel,None,None,",",False,False,True,False,False,False,True,True,0,Rodenbacher,,root,2,Rodenbacher,NOUN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,,,,,,,,,,,Dat,Neut,Sing,None,None,None,None,None,None,ermöglichen,None,None,None,Arbeit,None,.,None,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,2.0,10.0
19,22,"['Viele', 'Rodenbacher', ',', 'die', 'keinen', 'eigenen', 'Landwirtschaftsbetrieb', 'besaßen', ',', 'fuhren', 'zu', 'der', 'Arbeit', 'in', 'neu', 'entstandene', 'Industriebetriebe', 'nach', 'Haiger', ',', 'auch', 'die', '1915', 'eingeweihte', 'Bahnlinie', 'Haiger', '-', 'Siegen', 'ermöglichte', 'eine', 'bessere', 'Verbindung', 'zu', 'den', 'industriellen', 'Standorten', 'in', 'dem', 'Siegerland', 'mit', 'seinen', 'Bergwerken', 'und', 'Hüttenbetrieben', '.']",UD_German-GSD,sV,train-s9044,sv,Plur,3,Past,Fin,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,Acc,Masc,Sing,,,,,,None,None,None,None,None,None,None,None,None,Landwirtschaftsbetrieb,None,None,",",None,False,False,False,False,False,True,False,True,False,True,False,False,acl:relcl,1.0,besaßen,root,nsubj,NOUN,8,besitzen,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,Nom,Masc,Plur,Ind,,,,,,None,None,None,None,None,None,viel,None,None,None,None,None,None,None,None,None,None,",",False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,Nom,,Plur,,"Dem,Rel",False,False,False,False,False,False,False,False,False,False,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,False,False,False,False,False,False,False,False,0,die,nsubj,acl:relcl,4,der,PRON,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,Acc,Masc,Sing,,,,,,None,None,None,None,None,None,None,None,None,Landwirtschaftsbetrieb,None,None,",",None,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,2.0,10.0
20,22,"['Viele', 'Rodenbacher', ',', 'die', 'keinen', 'eigenen', 'Landwirtschaftsbetrieb', 'besaßen', ',', 'fuhren', 'zu', 'der', 'Arbeit', 'in', 'neu', 'entstandene', 'Industriebetriebe', 'nach', 'Haiger', ',', 'auch', 'die', '1915', 'eingeweihte', 'Bahnlinie', 'Haiger', '-', 'Siegen', 'ermöglichte', 'eine', 'bessere', 'Verbindung', 'zu', 'den', 'industriellen', 'Standorten', 'in', 'dem', 'Siegerland', 'mit', 'seinen', 'Bergwerken', 'und', 'Hüttenbetrieben', '.']",UD_German-GSD,sV,train-s9044,sv,Sing,3,Past,Fin,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,Acc,Fem,Sing,,,,,,None,None,None,None,None,None,None,None,None,Verbindung,None,None,",",None,False,False,False,False,False,True,False,False,False,True,False,False,conj,1.0,ermöglichte,,root,VERB,29,ermöglichen,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,,,,Dat,Neut,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Arbeit,None,None,.,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Nom,Fem,Sing,,,False,True,True,True,False,False,True,False,False,False,,Nom,Fem,Sing,Acc,Fem,Sing,Art,,None,auch,eingeweiht,Haiger,None,None,der,None,None,None,True,True,True,False,False,True,False,False,0,Bahnlinie,root,conj,25,Bahnlinie,NOUN,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,Acc,Fem,Sing,,,,,,None,None,None,None,None,None,None,None,None,Verbindung,None,None,",",None,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,2.0,10.0
21,23,"['Der', 'Profibasketball', 'kehrte', 'erst', 'wieder', 'nach', 'Florida', 'in', 'dem', 'Jahre', '1977', 'zurück', ',', 'als', 'die', 'Miami', 'Heat', 'begannen', ',', 'in', 'der', 'NBA', 'zu', 'spielen', '.']",UD_German-GSD,sV,train-s10728,sv,Sing,3,Past,Fin,True,True,False,False,False,True,False,False,False,False,True,False,True,False,Fin,,,,,,,,,,Dat,Neut,Sing,beginnen,erst,None,None,None,zurück,None,None,None,None,Florida,None,.,None,False,False,True,False,False,True,False,False,True,True,False,True,root,,kehrte,,,,3,kehren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,Nom,Masc,Sing,,,False,False,False,False,False,False,True,False,False,False,,,,,Nom,Masc,Sing,Art,,None,None,None,None,None,None,der,None,None,None,False,False,True,False,False,False,False,False,0,Profibasketball,,root,2,Profibasketball,NOUN,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,Fin,,,,,,,,,,Dat,Neut,Sing,beginnen,erst,None,None,None,zurück,None,None,None,None,Florida,None,.,None,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,2.0,3.0
